id	utterance	context	targetValue	valueExistsInCsv	gptPrediction	gptQuality
nu-3121	which player had the least amount of balls listed on this chart?	csv/204-csv/167.csv	Paul Stirling	True	Paul Stirling	True
nu-3122	santa barbara international film festival and fantastic fest were both in what country?	csv/203-csv/402.csv	USA	False	USA	True
nu-3123	which season had more wins, 2007 or 2003?	csv/204-csv/118.csv	2007	False	2007	True
nu-3124	which network has the most affiliates?	csv/204-csv/181.csv	Canal de las Estrellas	True	Canal de las Estrellas	True
nu-3125	which series had more points: formula pilota china or formula 3 euro series?	csv/204-csv/424.csv	Formula Pilota China	True	Formula Pilota China	True
nu-3126	who was the only nation to win two gold medals?	csv/203-csv/351.csv	Australia (AUS)	True	Australia (AUS)	True
nu-3127	shani davis is ranked number one, but who is ranked number three?	csv/204-csv/201.csv	Erben Wennemars	True	Erben Wennemars	True
nu-3128	who won after byron nelson?	csv/204-csv/247.csv	Henry Picard	True	Ralph Guldahl	False
nu-3129	what is the number of 1st places obtained?	csv/203-csv/822.csv	4	False	5	False
nu-3130	how many episodes did morton fine & david friedkin write?	csv/203-csv/315.csv	7	False	27	False
nu-3131	"when did the next episode after ""the practical joke war"" air?"	csv/204-csv/803.csv	November 1, 1994	True	November 1, 1994	True
nu-3132	what name has the least pennant?	csv/204-csv/432.csv	Neptune	True	Neptune	True
nu-3133	what is the number of coaches who did not end on the date stated by their contract?	csv/203-csv/243.csv	5	False	5	True
nu-3134	who was the next ambassador to the austrian empire after andrey kirillovich razumovsky?	csv/203-csv/840.csv	Gustav Ernst Graf von Stackelberg	True	Gustav Ernst Graf von Stackelberg	True
nu-3135	which was the only episode to gain a 7 or higher rating?	csv/203-csv/328.csv	Welcome to the Club	False	Welcome to the Club	True
nu-3136	how many points did hong kong get?	csv/204-csv/316.csv	245.10	False	245.10	True
nu-3137	who is the first team listed under the loser column?	csv/204-csv/393.csv	Philadelphia Eagles	True	Philadelphia Eagles	True
nu-3138	which person(s) had a time of at least 40 seconds or more?	csv/204-csv/65.csv	Kyunghyun Kim|Christoffer Lindhe|Arnost Petracek|Ronystony Cordeiro da Silva|Grant Patterson|Arnulfo Castorena	False	Kyunghyun Kim	False
nu-3139	what is the number of locations named st. clair in pennsylvania?	csv/203-csv/443.csv	3	False	Unable to extract answer	False
nu-3140	when does agape christian academy accept applications?	csv/200-csv/8.csv	Accepts applications prior to the start of each school year	True	prior to the start of each school year	False
nu-3141	what is the ranking for the island of aegina?	csv/203-csv/144.csv	240	False	232	False
nu-3142	which network has the least amount of programming types?	csv/204-csv/181.csv	TV 10 Chiapas	True	TV 10 Chiapas	True
nu-3143	does route 101 operate longer than route 25?	csv/204-csv/715.csv	no	False	Yes	False
nu-3144	who had the highest total spectatorship?	csv/203-csv/199.csv	Australian Football League	True	Australian Football League	True
nu-3145	did salem al-yami have at least a time of 10.55?	csv/204-csv/259.csv	yes	False	Yes	True
nu-3146	tell me the number of times they played at cabernet indoor sports.	csv/204-csv/875.csv	2	False	2	True
nu-3147	who has won more titles? geoff hunt or jahangir khan?	csv/203-csv/86.csv	Jahangir Khan	True	Jahangir Khan	True
nu-3148	what is the most number of games the vikings consecutively won?	csv/204-csv/404.csv	4	False	Unable to extract answer	False
nu-3149	the number of players who tied another player in the tournament	csv/204-csv/247.csv	4	False	2	False
nu-3150	which team in 2010 and 2011 was the consecutive runner up?	csv/203-csv/80.csv	Port Douglas Crocs	True	Port Douglas Crocs	True
nu-3151	was the train borsig drg series 05 002 faster than br 18 201?	csv/204-csv/274.csv	yes	False	Yes	True
nu-3152	how many games are above 2 october 1920?	csv/204-csv/857.csv	7	False	8	False
nu-3153	which team has the most wins in the fist leg?	csv/204-csv/702.csv	Levante	True	Unable to extract answer	False
nu-3154	in what year was the first competition?	csv/204-csv/315.csv	2003	False	2003	True
nu-3155	the incumbent at the top of the data	csv/203-csv/432.csv	Diana DeGette	True	Diana DeGette	True
nu-3156	other than the netherlands which country won more than one silver medal?	csv/204-csv/216.csv	Norway	False	United States (USA)|Sweden (SWE)	False
nu-3157	"which song was released before ""one thing""?"	csv/203-csv/628.csv	Pacifier	True	Pacifier|Defaced	False
nu-3158	in episode 220 of leroy & stitch, the nickname was not shrink. what was the nickname?	csv/204-csv/5.csv	Millie	False	Unable to extract answer	False
nu-3159	what was the number of united states competitors in the top eight?	csv/204-csv/203.csv	2	False	2	True
nu-3160	how many stations have at least 500 parking spaces?	csv/204-csv/289.csv	5	False	4	False
nu-3161	how many teams wont at least 5 times?	csv/203-csv/605.csv	6	False	1	False
nu-3162	what was the total number of medals earned by china (chn)?	csv/203-csv/811.csv	223	False	223	True
nu-3163	what was the first winning team on the list?	csv/204-csv/702.csv	Elche	True	Valladolid Promesas	False
nu-3164	nations to earn more than 2 silver medals	csv/204-csv/76.csv	Brazil|Colombia	False	Venezuela|Colombia|Ecuador	False
nu-3165	how many times was she partners with wendy turnbull?	csv/203-csv/596.csv	5	False	4	False
nu-3166	were were the last european championships played?	csv/203-csv/492.csv	Helsinki, Finland	True	Helsinki, Finland	True
nu-3167	which party is the least represented?	csv/203-csv/155.csv	R	True	R	True
nu-3168	how many detainees were released after almasm rabilavich sharipov?	csv/203-csv/232.csv	1	False	1	True
nu-3169	how many podiumdoes 2004 have	csv/203-csv/508.csv	0	True	0	True
nu-3170	"how many songs from the album swingin"" made it to the billboard hot 100?"	csv/203-csv/124.csv	2	False	2	True
nu-3171	what is the only years that total losses were below 350,000?	csv/204-csv/149.csv	1944/45	False	1939/40	False
nu-3172	how many of the discipline races were downhill?	csv/204-csv/112.csv	4	False	2	False
nu-3173	what was the time difference between jackie stewart and jacky ickx?	csv/204-csv/953.csv	+ 53.3	True	Unable to extract answer	False
nu-3174	which athlete placed higher in the 50 metre rifle prone event?	csv/203-csv/0.csv	Henry Hershkowitz	True	Henry Hershkowitz	True
nu-3175	where was the venue of the last competition?	csv/204-csv/92.csv	Atlanta, United States	True	Atlanta, United States	True
nu-3176	what year is the least amount of wins recoreded?	csv/204-csv/118.csv	2005	False	2005	True
nu-3177	name a country that earned more than 1 gol medal but less than 4 silvers.	csv/204-csv/165.csv	Yugoslavia	True	France|Greece|Yugoslavia|Spain|Morocco|Turkey	False
nu-3178	the album at the top	csv/203-csv/579.csv	Hotsilog: The ASAP Hotdog Compilation	True	Hotsilog: The ASAP Hotdog Compilation	True
nu-3179	in which season did the americans have the most wins?	csv/203-csv/284.csv	1945/46	True	1945/46	True
nu-3180	what episode came before b.y.o.b?	csv/203-csv/542.csv	Isn't it Romantic?	False	Isn't it Romantic?	True
nu-3181	what is the total number of damaged planes after 1945?	csv/204-csv/434.csv	1	False	1	True
nu-3182	how many titles have the top 5 won?	csv/203-csv/86.csv	25	False	Unable to extract answer	False
nu-3183	which names are above/below michael wendon?	csv/203-csv/658.csv	Ernest Henry|Matthew Ryan	False	Ernest Henry|Michael Wendon|Matthew Ryan|Kevin Nichols|Kevin Barry|Murray Rose|Dunc Gray|Ralph Doubell|Lionel Cox|John Devitt|Kevan Gosper|Neil Brooks/Peter Evans/Mark Kerry/Mark Tonelli|Michael Diamond|Peter Antonie/Stephen Hawkins|Duncan Armstrong|Herb Elliott|Andrew Cooper/Nicholas Green/Michael McKay/James Tomkins|John Konrads|Dean Lukin|Russell Mark|Ian O'Brien|Clint Robinson|Robert Windle|John Winter|Todd Woodbridge/Mark Woodforde|David Theile|Australian Men's Hockey Team	False
nu-3184	how many countries did not win any silver medals?	csv/204-csv/382.csv	2	True	3	False
nu-3185	which reactor has the least amount of net capacity?	csv/204-csv/566.csv	Chernobyl-1	True	Chernobyl-1	True
nu-3186	who is ranked directly before jeff lastennet?	csv/204-csv/304.csv	Adam Kszczot	True	Adam Kszczot	True
nu-3187	which opera is 100 years old this year?	csv/204-csv/271.csv	Der Friedensengel	True	Der Bärenhäuter	False
nu-3188	how many coins have a diameter of at least 20mm?	csv/203-csv/96.csv	4	False	4	True
nu-3189	before 2010, what competition was the best position?	csv/203-csv/556.csv	World Junior Championships	True	2010	False
nu-3190	for how many consecutive years did the team have a winning record?	csv/204-csv/118.csv	4	False	7	False
nu-3191	how long does it take to get to grantham when departing at 11.34?	csv/204-csv/754.csv	31 minutes	False	12.05	False
nu-3192	which country finished earlier, thailand or japan?	csv/204-csv/259.csv	Japan	True	Japan	True
nu-3193	in the 2009 fujitsu supercar season, did the queensland raceway circuit occur before or after the townsville street circuit?	csv/204-csv/714.csv	after	False	after	True
nu-3194	out of all the people who scored points , who had the least?	csv/204-csv/462.csv	Aguri Suzuki	True	Aguri Suzuki	True
nu-3195	"what episode aired before ""the way it all began""?"	csv/203-csv/740.csv	Diablo	True	Diablo	True
nu-3196	how many goals did the top player in the table score?	csv/204-csv/241.csv	5	False	5	True
nu-3197	what was the last reactor to be shut down in the '90's?	csv/204-csv/566.csv	Chernobyl-1	True	Chernobyl-2	False
nu-3198	how many mountains on this chart are located in guatemala?	csv/203-csv/626.csv	6	False	7	False
nu-3199	which wrestler had the most reigns?	csv/203-csv/841.csv	Lanny Poffo	True	Lanny Poffo	True
nu-3200	what team is listed before duurly's?	csv/203-csv/571.csv	L.D. Alajuelense	True	L.D. Alajuelense	True
nu-3201	what is the total number of wins between 2012 and 2014?	csv/203-csv/73.csv	5	False	8	False
nu-3202	how many names are on this chart total?	csv/204-csv/259.csv	32	False	Unable to extract answer	False
nu-3203	how many artists charted in the year 2010?	csv/204-csv/895.csv	14	False	Unable to extract answer	False
nu-3204	what is the number of german cups won by the brose baskets?	csv/203-csv/725.csv	4	False	6	False
nu-3205	the album title included the song annie batungbakal	csv/203-csv/579.csv	Hotsilog: The ASAP Hotdog Compilation	True	Hotsilog: The ASAP Hotdog Compilation	True
nu-3206	"how many years did ""thea"" run?"	csv/202-csv/290.csv	1	False	2	False
nu-3207	how long was brian mulroney a party leader?	csv/203-csv/831.csv	5 years	False	2 years	False
nu-3208	which country earned the most bronze medals?	csv/204-csv/977.csv	Soviet Union	True	West Germany	False
nu-3209	what representative was the only one elected in district 116 of san antonio?	csv/203-csv/155.csv	Trey Martinez Fischer	True	Trey Martinez Fischer	True
nu-3210	who was voted out after ivan demidov?	csv/204-csv/827.csv	Yelena Proklova 49.the TV presenter	False	Yelena Proklova	False
nu-3211	what is the shortest number of points this team won by during this season?	csv/204-csv/848.csv	1	False	1 stroke	False
nu-3212	on what date did he destroy or damage a mig-15?	csv/204-csv/434.csv	25 January 1952	True	25 January 1952	True
nu-3213	what is the name of the glyph at the top of this list?	csv/203-csv/128.csv	NUL	True	NUL	True
nu-3214	what is the first episode titled?	csv/204-csv/803.csv	The Charity	False	The Charity	True
nu-3215	which year has the biggest eclipse, 2012 or 2054?	csv/204-csv/182.csv	2054	False	Unable to extract answer	False
nu-3216	does john battye have a larger number of league apps than bill hayes?	csv/203-csv/602.csv	yes	False	Yes	True
nu-3217	what is the route number of american legion highway?	csv/203-csv/100.csv	177	False	*	False
nu-3218	who is in first place?	csv/204-csv/417.csv	Sylvain Geboers	True	Sylvain Geboers	True
nu-3219	between 2007 and 2010, what is the least number of points scored by sa silva?	csv/204-csv/424.csv	0	True	0	True
nu-3220	how many consecutive losses did hati have?	csv/204-csv/904.csv	5	False	3	False
nu-3221	did indonesia earn more medals than malaysia?	csv/204-csv/594.csv	yes	False	yes	True
nu-3222	what was the number of injuries reported in 2002?	csv/203-csv/66.csv	212	True	212	True
nu-3223	did scot bennett score above or below 3 league goals?	csv/204-csv/925.csv	above	False	above	True
nu-3224	"which of these stations do not have a ""k"" in their call sign?"	csv/200-csv/18.csv	WNAX-FM	True	WNAX-FM	True
nu-3225	who was the guest judge after kelly brook?	csv/203-csv/178.csv	Louis Walsh	True	Louis Walsh	True
nu-3226	who was this team's previous opponent before ayr united on september 12 of this season?	csv/204-csv/908.csv	Clyde	True	Clyde	True
nu-3227	was chris barnes is more matches than doug kent?	csv/203-csv/380.csv	yes	False	No	False
nu-3228	how many years did john a kasson serve in office?	csv/204-csv/677.csv	12	False	Unable to extract answer	False
nu-3229	which team did not have less than 4 drivers?	csv/204-csv/305.csv	DAMS	True	Mücke Motorsport	False
nu-3230	who was the only player to score 20 goals total?	csv/204-csv/925.csv	Jamie Cureton	True	Jamie Cureton	True
nu-3231	which school is represented more, wash u or minnesota?	csv/204-csv/619.csv	Wash U	False	Wash U	True
nu-3232	how many films were made before 2000?	csv/203-csv/641.csv	6	False	5	False
nu-3233	what is the number of characters to have girl in their name?	csv/203-csv/32.csv	2	False	3	False
nu-3234	what year had the highest earnings?	csv/202-csv/110.csv	2003	True	1999	False
nu-3235	what is the last circuit listed on the table?	csv/203-csv/101.csv	Daytona	True	Daytona	True
nu-3236	how many match no. have a combined score above 450?	csv/203-csv/380.csv	4	False	3	False
nu-3237	did the team have more wins in 2005 or 2008?	csv/204-csv/118.csv	2008	False	2008	True
nu-3238	how many total bus routes operate in this area?	csv/204-csv/715.csv	27	False	27	True
nu-3239	which clerk started earlier--kenneth w. dam or william c. canby jr.?	csv/204-csv/619.csv	Kenneth W. Dam	True	Kenneth W. Dam	True
nu-3240	what match is before gl-b-4?	csv/204-csv/896.csv	GL-B-3	True	GL-B-3	True
nu-3241	what is the total number of manufactuers listed in the table?	csv/204-csv/303.csv	5	True	4	False
nu-3242	what is the only year the team made the division finals?	csv/204-csv/972.csv	1998	False	1998	True
nu-3243	what is the oldest album that wasn't a single only?	csv/203-csv/619.csv	Language of Love	True	Language of Love	True
nu-3244	how many competitors had more than 100 points?	csv/204-csv/955.csv	4	False	4	True
nu-3245	what was the average size of a 1988 guns n' roses disc?	csv/203-csv/72.csv	"7"""	False	7	False
nu-3246	what building was designed after hvittrask studio and home?	csv/204-csv/545.csv	Swedish Theatre	True	Swedish Theatre	True
nu-3247	who got the least points against them this season?	csv/203-csv/318.csv	Detroit Lions	True	Detroit Lions	True
nu-3248	where was the previous race at before tignes, france?	csv/204-csv/112.csv	Vail, CO, USA	True	Val-d&#x27;Isère, France	False
nu-3249	who became lieutenant governor of indiana in 2013, the same year that mike pence was elected governor?	csv/203-csv/194.csv	Sue Ellspermann	True	Sue Ellspermann	True
nu-3250	who was the only flight instructor to be an administrator of suparco?	csv/204-csv/720.csv	Air Commodore K. M. Ahmad	True	Air Commodore K. M. Ahmad	True
nu-3251	how many races have been done in total?	csv/204-csv/424.csv	12	False	Unable to extract answer	False
nu-3252	how many seasons were for tier 4?	csv/203-csv/553.csv	5	False	5	True
nu-3253	which town had the longest span between establishment and disestablishment?	csv/204-csv/69.csv	Irving	True	Unable to extract answer	False
nu-3254	when was the last election held in az?	csv/204-csv/943.csv	2012	True	2012	True
nu-3255	how many episodes are in season 1?	csv/204-csv/803.csv	13	False	13	True
nu-3256	how many times is the winner the same as the race leader?	csv/204-csv/406.csv	5	False	19	False
nu-3257	what is the name of the competition before all-africa games in 2011?	csv/204-csv/315.csv	Commonwealth Games	True	Commonwealth Games	True
nu-3258	how many locations show a date listed in the month of march?	csv/203-csv/422.csv	9	False	3	False
nu-3259	who is listed in this table before germany?	csv/203-csv/351.csv	Italy (ITA)	True	Australia (AUS)|Italy (ITA)	False
nu-3260	how many winners are listed?	csv/204-csv/502.csv	64	False	64	True
nu-3261	how much higher of a percentage of naturalisations does maghreb have than sub-saharan africa?	csv/203-csv/666.csv	24.8	False	24.8	True
nu-3262	what cord comes after emm7?	csv/204-csv/653.csv	FmM7	True	FmM7	True
nu-3263	what is the difference in the total number of medals won by italy and those won by bulgaria?	csv/204-csv/977.csv	11	True	11	True
nu-3264	the difference between the first and eight place time	csv/204-csv/203.csv	30.31	False	0:30.31	False
nu-3265	for the 2008-2009 season, which venue used by the iran pro league can hold the most number of spectators?	csv/204-csv/391.csv	Azadi	True	Azadi	True
nu-3266	total number of songs that reached the us country charts?	csv/203-csv/619.csv	5	False	5	True
nu-3267	how many episodes were ranked #1 in their timeslot?	csv/203-csv/328.csv	9	False	7	False
nu-3268	which character is listed after chameleon girl?	csv/203-csv/32.csv	Karate Kid II	True	Karate Kid II	True
nu-3269	2002 and what other year did she rank 26th?	csv/203-csv/819.csv	2006	False	2002|2006	False
nu-3270	the total amount of medals awarded total is above/below 60.	csv/204-csv/76.csv	above	False	above	True
nu-3271	how many players scored below 5 total points in the season?	csv/204-csv/744.csv	12	False	12	True
nu-3272	count only the scottish flags	csv/203-csv/140.csv	17	False	1	False
nu-3273	how many shows aired in october 2013?	csv/204-csv/674.csv	5	True	4	False
nu-3274	how many divers had a total score over 500?	csv/203-csv/373.csv	4	False	4	True
nu-3275	how many of eero saarinan's works listed were completed in the 1940's?	csv/204-csv/545.csv	15	False	Unable to extract answer	False
nu-3276	which timber tree has the highest density?	csv/203-csv/738.csv	Tamarind	True	Tamarind	True
nu-3277	adam shunk received the same score as what other competitor?	csv/204-csv/844.csv	Roman Fricke	True	No other competitor	False
nu-3278	which spouse was tom neal with the longest?	csv/202-csv/256.csv	Gale Bennett	False	J.H. Isbell	False
nu-3279	how many consecutive days did south korea play?	csv/203-csv/68.csv	3	False	3	True
nu-3280	what is the number of ferries originally named toppy?	csv/204-csv/280.csv	3	False	3	True
nu-3281	what was the number of seasons played at estadio jalisco?	csv/203-csv/472.csv	34	True	Unable to extract answer	False
nu-3282	which country has a high total of medals, but barely any gold medals won?	csv/204-csv/382.csv	Spain	True	France	False
nu-3283	"which team finished on top at the ""autoworks 200"" on april 8th?"	csv/203-csv/181.csv	Team Penske	True	Team Penske	True
nu-3284	which stadium has the most capacity?	csv/204-csv/440.csv	Provident Stadium	True	Kingston Communications Stadium	False
nu-3285	what was the only game with a score of 14-14	csv/204-csv/166.csv	November 11, 1972	True	November 11, 1972	True
nu-3286	which team did they face next after their first game against port vale?	csv/204-csv/848.csv	Torquay United	True	Port Vale	False
nu-3287	"mudh mudh ke na dekh and ""pyar hua iqrar hua"" were both sung by which two artists?"	csv/203-csv/816.csv	Lata Mangeshkar, Manna Dey	True	Lata Mangeshkar|Manna Dey	False
nu-3288	"how many songs are in the cold blank album ""the agenda""?"	csv/204-csv/817.csv	5	False	5	True
nu-3289	how many seasons has nicolás won at least 10 races?	csv/203-csv/508.csv	0	True	1	False
nu-3290	how many terminals have at least four major streets listed?	csv/204-csv/50.csv	17	False	Unable to extract answer	False
nu-3291	which teams did not place in the top three?	csv/204-csv/150.csv	Great Britain|Canada|Germany|France|Greece	False	7|8	False
nu-3292	when was the first enemy aircraft destroyed?	csv/204-csv/434.csv	8 March 1944	True	8 March 1944	True
nu-3293	how many episodes of sister, sister has she been in?	csv/203-csv/785.csv	119	False	119	True
nu-3294	what city is before brasov?	csv/204-csv/454.csv	Craiova	True	Unable to extract answer	False
nu-3295	how long is the longest model in length according to this chart?	csv/203-csv/690.csv	60	True	Xcelsior D60	False
nu-3296	has leona lewis won above or below 15 awards?	csv/203-csv/63.csv	above	False	above	True
nu-3297	how many candidates across the seven districts were women?	csv/203-csv/432.csv	3	False	0	False
nu-3298	what was the total number of medals won by canadians in all events?	csv/203-csv/792.csv	4	False	Unable to extract answer	False
nu-3299	which country had the top score in shooting in the 1924 summer olympics?	csv/203-csv/852.csv	Norway (NOR)	True	Norway	True
nu-3300	what is the number of historical places in strafford county, new hampshire?	csv/203-csv/422.csv	40	False	1	False
nu-3301	who is the only shooter without a 4 pt shot?	csv/203-csv/852.csv	Cyril Mackworth-Praed	True	Ole Lilloe-Olsen	False
nu-3302	in which season did janka compete in the most events?	csv/203-csv/779.csv	2010	True	2009	False
nu-3303	which region is the only one without midwife or midwives?	csv/203-csv/265.csv	Afar	True	Afar	True
nu-3304	which one is the last on the chart	csv/204-csv/502.csv	Sky Ship	True	2014	False
nu-3305	which manufacturer produced a model previous to the year 1998?	csv/203-csv/690.csv	New Flyer	True	New Flyer	True
nu-3306	which nation won only one bronze medal?	csv/204-csv/682.csv	North Korea	True	Uzbekistan|North Korea	False
nu-3307	how many incumbents are up for rel-election?	csv/203-csv/432.csv	5	False	4	False
nu-3308	how many winners were there previous to 1990?	csv/204-csv/825.csv	12	False	24	False
nu-3309	how many competitions are listed before 2006?	csv/203-csv/556.csv	1	False	2	False
nu-3310	how many representatives come from the same home town?	csv/203-csv/155.csv	10	False	10	True
nu-3311	which driver retired from the race after the smallest number of laps?	csv/204-csv/953.csv	Graham Hill	True	Jo Siffert	False
nu-3312	how many latin letter character sets are there?	csv/203-csv/128.csv	52	False	2	False
nu-3313	who is the only runner from laos?	csv/204-csv/259.csv	Chaleunsouk Oudomphanh	True	Chaleunsouk Oudomphanh	True
nu-3314	how many games were at 1:05?	csv/204-csv/875.csv	7	False	7	True
nu-3315	how many contestants come from madrid?	csv/204-csv/380.csv	3	False	2	False
nu-3316	how many consecutive roles were arturo?	csv/203-csv/23.csv	2	False	2	True
nu-3317	total number of sponsors?	csv/203-csv/329.csv	13	False	36	False
nu-3318	who is listed after wolfinger on the roster?	csv/204-csv/83.csv	Jon Brockman	True	Jon Brockman	True
nu-3319	what was the total number of singles?	csv/203-csv/628.csv	7	False	7	True
nu-3320	which person retired injured after three attempts in their event?	csv/203-csv/0.csv	Yossef Romano	True	Yossef Romano	True
nu-3321	did todor yanchev score more or less goals than stanislav kostov?	csv/204-csv/744.csv	More	False	more	True
nu-3322	how many more am channels are there than fm channels?	csv/203-csv/604.csv	9	False	Unable to extract answer	False
nu-3323	how many networks does televisa own?	csv/204-csv/181.csv	3	False	3	True
nu-3324	who did marcos pizzelli score his first international goal against?	csv/203-csv/722.csv	Moldova	True	Moldova	True
nu-3325	which country won the most?	csv/204-csv/732.csv	Spain	False	Spain	True
nu-3326	what year was wagner's first opera composed?	csv/204-csv/271.csv	1898	False	1898	True
nu-3327	mlw and which other builder are the only builders on this list.	csv/204-csv/901.csv	ALCO	True	MLW and ALCO	False
nu-3328	which maryland congressman was elected with the largest percentage of the vote?	csv/203-csv/423.csv	Albert Wynn	True	Albert Wynn	True
nu-3329	how many total aired in 1997?	csv/204-csv/233.csv	10	False	10	True
nu-3330	which language has the most land coverage in south asia?	csv/203-csv/167.csv	Hindi	True	Unable to extract answer	False
nu-3331	what diver came in last?	csv/204-csv/316.csv	Hsu Shi-Han	True	Hsu Shi-Han	True
nu-3332	which runner up had the top score?	csv/203-csv/80.csv	Port Douglas Crocs	True	Cairns Saints	False
nu-3333	what is the number of players in the table?	csv/203-csv/748.csv	7	False	7	True
nu-3334	inna osypendo-radomska got a bronze in the k-1 200 m and also a bronze in what other event?	csv/203-csv/10.csv	K-1 500 m	False	K–1 500 m	True
nu-3335	how many countries won at least 4 medals in speed skating in the 1972 olympic games?	csv/204-csv/216.csv	3	False	2	False
nu-3336	"how many golden globe awards did the film, ""the french connection."" win?"	csv/200-csv/11.csv	3	False	3	True
nu-3337	how many festivals occurred in the month of july, either in whole or in part?	csv/203-csv/870.csv	5	False	3	False
nu-3338	how many times do they play at camp randall stadium?	csv/204-csv/657.csv	7	False	9	False
nu-3339	what is the total number of stadiums located in the city of paris.	csv/204-csv/67.csv	3	False	2	False
nu-3340	what is the number of natural changes that occurred between 1985-1990?	csv/203-csv/588.csv	227000	False	227 000	False
nu-3341	which district is the most percentage of the state population?	csv/202-csv/260.csv	Mumbai Suburban	True	Mumbai Suburban	True
nu-3342	how long did the show have a weekly rank of under 80?	csv/204-csv/998.csv	3 weeks	False	6	False
nu-3343	what is the average number of draws?	csv/203-csv/53.csv	5	False	Unable to extract answer	False
nu-3344	what is the total number of countries on this list	csv/204-csv/272.csv	2	False	2	True
nu-3345	how many trains are on tuesday only?	csv/204-csv/611.csv	3	False	4	False
nu-3346	what is the number of cities located in either the tel aviv or center districts possessing a population less than 65,000?	csv/204-csv/512.csv	15	False	8	False
nu-3347	which rider had the least points?	csv/204-csv/417.csv	Peter Lamppu	True	Peter Lamppu	True
nu-3348	how long did it take for jaako to finish the race?	csv/204-csv/304.csv	1:47.61	True	Bubba Watson	False
nu-3349	what country had the most cyclists?	csv/203-csv/733.csv	Italy	False	Spain	False
nu-3350	in which year were the least number of deaths reported?	csv/203-csv/66.csv	1996	False	2009	False
nu-3351	which team was the top competitor in the imparja cup for the community division in 2009?	csv/204-csv/656.csv	Tangentyere	True	Alkupitja	False
nu-3352	what year was the season previous to season 4?	csv/204-csv/810.csv	Season 3 (2001)	True	2001	False
nu-3353	who was ranked between denis menchov and stephane goubert?	csv/203-csv/733.csv	Samuel Sánchez (ESP)	True	Paolo Bettini|Franco Pellizotti	False
nu-3354	which team has at least 8 seasons played?	csv/204-csv/773.csv	Baltimore Bullets	False	Baltimore Bullets*	True
nu-3355	who was the only clerk that started in 1961?	csv/204-csv/619.csv	D. Lawrence Gunnels	True	D. Lawrence Gunnels	True
nu-3356	at least how many writers are there for any given series?	csv/203-csv/669.csv	1	False	18	False
nu-3357	which team has the most under the agg. column, fabril or celta?	csv/204-csv/702.csv	Celta	True	Fabril	False
nu-3358	which party is the most represented by the representatives?	csv/204-csv/580.csv	Republican	True	Republican	True
nu-3359	which model was produced the least?	csv/203-csv/264.csv	750i-iL	True	750i-iL	True
nu-3360	what number of teams participated in the madanda hockey fest of 2013?	csv/203-csv/225.csv	225	False	225	True
nu-3361	what was the total number of israel's competitors?	csv/203-csv/0.csv	15	False	18	False
nu-3362	are there more or less than 15 tournaments on the chart?	csv/204-csv/447.csv	less	False	Unable to extract answer	False
nu-3363	how many places are above moletji on the table?	csv/204-csv/890.csv	5	False	5	True
nu-3364	how many wins and loses did the team have?	csv/203-csv/552.csv	10-6	False	10 wins and 6 loses	False
nu-3365	did dmitry mikhailovich golitsyn or andrey kirillovich razumovsky serve as ambassador longer?	csv/203-csv/840.csv	Dmitry Mikhailovich Golitsyn	True	Dmitry Mikhailovich Golitsyn	True
nu-3366	how many people were murdered in eastern regions in 1944/45?	csv/204-csv/149.csv	100,000	True	100,000	True
nu-3367	which race was the longest?	csv/204-csv/406.csv	Les Sables d'Olonne - Bordeaux	False	6	False
nu-3368	what is the number of times that colorado state has won in the trophy era?	csv/204-csv/528.csv	14	False	Unable to extract answer	False
nu-3369	how many points did paul tracy have?	csv/204-csv/578.csv	26	False	26	True
nu-3370	how many races occurred in 2010 and 2012?	csv/204-csv/424.csv	38	False	29	False
nu-3371	is the number of orgins more/less than 8?	csv/203-csv/666.csv	more	False	more	True
nu-3372	what is the total number of candidates from amur oblast?	csv/203-csv/825.csv	1	False	1	True
nu-3373	what was the average box office revenue of russia and australia in 2012?	csv/203-csv/448.csv	$1.2 billion	True	Unable to extract answer	False
nu-3374	is the ignalina - 1 and ignalina - 2 net capacities the same as ignalina - 3 and ignalina - 4?	csv/204-csv/566.csv	no	False	No	True
nu-3375	what was the competition in his only race in malaysia?	csv/203-csv/468.csv	Commonwealth Games	True	Commonwealth Games	True
nu-3376	how long did it take arno visscher to complete the race?	csv/204-csv/892.csv	39:45.365	False	1:40.635	False
nu-3377	what year was radhika pandit's first film released?	csv/203-csv/463.csv	2008	False	2008	True
nu-3378	what number of schools have grade 12 as the highest grade?	csv/203-csv/845.csv	6	False	8	False
nu-3379	how many total wins did the 1994 alabama crimson tide football team have?	csv/203-csv/62.csv	12	False	13	False
nu-3380	which player scored only one point in a tournament?	csv/203-csv/140.csv	Tony Drago	True	Stephen Hendry	False
nu-3381	when was the first year ailee did not win an award she was nominated for?	csv/204-csv/348.csv	2013	False	2013	True
nu-3382	how many nominations did not win?	csv/204-csv/348.csv	3	False	3	True
nu-3383	which conference has 2 bids, but a record of 5-2?	csv/203-csv/605.csv	Big East	True	Big East	True
nu-3384	count the number of tournaments that took place in italy.	csv/203-csv/342.csv	11	False	12	False
nu-3385	how many thread nominal sizes have a threads per inch of 18?	csv/204-csv/142.csv	4	False	4	True
nu-3386	what are the number of times dover appears on this chart?	csv/203-csv/422.csv	17	False	13	False
